key_path	fixture_path	startup_apply_command	model_identifier	verification_command	expected_result	actual_evidence_path	pass_fail_status
request_defaults.top_k	docs/skippy/manual-smoke/fixtures/request_defaults/runtime-supported.toml	python3 docs/skippy/manual-smoke/runtime_smoke.py --binary target/debug/mesh-llm --fixture docs/skippy/manual-smoke/fixtures/request_defaults/runtime-supported.toml --model-path $MESH_LLM_SMOKE_MODEL_PATH --api-port 9440 --console-port 3234 --max-wait 600	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	send /v1/chat/completions without sampling overrides, then with explicit request overrides	Live local runtime smoke succeeded with supported request defaults fixture; see evidence for command, status, model list, chat response, and cleanup.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	PASS
request_defaults.min_p	docs/skippy/manual-smoke/fixtures/request_defaults/runtime-supported.toml	python3 docs/skippy/manual-smoke/runtime_smoke.py --binary target/debug/mesh-llm --fixture docs/skippy/manual-smoke/fixtures/request_defaults/runtime-supported.toml --model-path $MESH_LLM_SMOKE_MODEL_PATH --api-port 9440 --console-port 3234 --max-wait 600	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	send /v1/chat/completions without sampling overrides, then with explicit request overrides	Live local runtime smoke succeeded with supported request defaults fixture; see evidence for command, status, model list, chat response, and cleanup.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	PASS
request_defaults.repeat_penalty	docs/skippy/manual-smoke/fixtures/request_defaults/runtime-supported.toml	python3 docs/skippy/manual-smoke/runtime_smoke.py --binary target/debug/mesh-llm --fixture docs/skippy/manual-smoke/fixtures/request_defaults/runtime-supported.toml --model-path $MESH_LLM_SMOKE_MODEL_PATH --api-port 9440 --console-port 3234 --max-wait 600	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	send /v1/chat/completions without sampling overrides, then with explicit request overrides	Live local runtime smoke succeeded with supported request defaults fixture; see evidence for command, status, model list, chat response, and cleanup.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	PASS
request_defaults.repeat_last_n	docs/skippy/manual-smoke/fixtures/request_defaults/runtime-supported.toml	python3 docs/skippy/manual-smoke/runtime_smoke.py --binary target/debug/mesh-llm --fixture docs/skippy/manual-smoke/fixtures/request_defaults/runtime-supported.toml --model-path $MESH_LLM_SMOKE_MODEL_PATH --api-port 9440 --console-port 3234 --max-wait 600	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	send /v1/chat/completions without sampling overrides, then with explicit request overrides	Live local runtime smoke succeeded with supported request defaults fixture; see evidence for command, status, model list, chat response, and cleanup.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	PASS
request_defaults.presence_penalty	docs/skippy/manual-smoke/fixtures/request_defaults/runtime-supported.toml	python3 docs/skippy/manual-smoke/runtime_smoke.py --binary target/debug/mesh-llm --fixture docs/skippy/manual-smoke/fixtures/request_defaults/runtime-supported.toml --model-path $MESH_LLM_SMOKE_MODEL_PATH --api-port 9440 --console-port 3234 --max-wait 600	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	send /v1/chat/completions without sampling overrides, then with explicit request overrides	Live local runtime smoke succeeded with supported request defaults fixture; see evidence for command, status, model list, chat response, and cleanup.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	PASS
request_defaults.frequency_penalty	docs/skippy/manual-smoke/fixtures/request_defaults/runtime-supported.toml	python3 docs/skippy/manual-smoke/runtime_smoke.py --binary target/debug/mesh-llm --fixture docs/skippy/manual-smoke/fixtures/request_defaults/runtime-supported.toml --model-path $MESH_LLM_SMOKE_MODEL_PATH --api-port 9440 --console-port 3234 --max-wait 600	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	send /v1/chat/completions without sampling overrides, then with explicit request overrides	Live local runtime smoke succeeded with supported request defaults fixture; see evidence for command, status, model list, chat response, and cleanup.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	PASS
request_defaults.seed	docs/skippy/manual-smoke/fixtures/request_defaults/runtime-supported.toml	python3 docs/skippy/manual-smoke/runtime_smoke.py --binary target/debug/mesh-llm --fixture docs/skippy/manual-smoke/fixtures/request_defaults/runtime-supported.toml --model-path $MESH_LLM_SMOKE_MODEL_PATH --api-port 9440 --console-port 3234 --max-wait 600	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	send /v1/chat/completions without sampling overrides, then with explicit request overrides	Live local runtime smoke succeeded with supported request defaults fixture; see evidence for command, status, model list, chat response, and cleanup.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	PASS
request_defaults.logit_bias	docs/skippy/manual-smoke/fixtures/request_defaults/runtime-supported.toml	python3 docs/skippy/manual-smoke/runtime_smoke.py --binary target/debug/mesh-llm --fixture docs/skippy/manual-smoke/fixtures/request_defaults/runtime-supported.toml --model-path $MESH_LLM_SMOKE_MODEL_PATH --api-port 9440 --console-port 3234 --max-wait 600	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	send /v1/chat/completions without sampling overrides, then with explicit request overrides	Live local runtime smoke succeeded with supported request defaults fixture; see evidence for command, status, model list, chat response, and cleanup.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	PASS
request_defaults.reasoning_format	docs/skippy/manual-smoke/fixtures/request_defaults/runtime-supported.toml	python3 docs/skippy/manual-smoke/runtime_smoke.py --binary target/debug/mesh-llm --fixture docs/skippy/manual-smoke/fixtures/request_defaults/runtime-supported.toml --model-path $MESH_LLM_SMOKE_MODEL_PATH --api-port 9440 --console-port 3234 --max-wait 600	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	send /v1/chat/completions without sampling overrides, then with explicit request overrides	Live local runtime smoke succeeded with supported request defaults fixture; see evidence for command, status, model list, chat response, and cleanup.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	PASS
request_defaults.reasoning_enabled	docs/skippy/manual-smoke/fixtures/request_defaults/runtime-supported.toml	python3 docs/skippy/manual-smoke/runtime_smoke.py --binary target/debug/mesh-llm --fixture docs/skippy/manual-smoke/fixtures/request_defaults/runtime-supported.toml --model-path $MESH_LLM_SMOKE_MODEL_PATH --api-port 9440 --console-port 3234 --max-wait 600	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	send /v1/chat/completions without sampling overrides, then with explicit request overrides	Live local runtime smoke succeeded with supported request defaults fixture; see evidence for command, status, model list, chat response, and cleanup.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	PASS
request_defaults.reasoning_budget	docs/skippy/manual-smoke/fixtures/request_defaults/runtime-supported.toml	python3 docs/skippy/manual-smoke/runtime_smoke.py --binary target/debug/mesh-llm --fixture docs/skippy/manual-smoke/fixtures/request_defaults/runtime-supported.toml --model-path $MESH_LLM_SMOKE_MODEL_PATH --api-port 9440 --console-port 3234 --max-wait 600	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	send /v1/chat/completions without sampling overrides, then with explicit request overrides	Live local runtime smoke succeeded with supported request defaults fixture; see evidence for command, status, model list, chat response, and cleanup.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	PASS
request_defaults.typical_p	docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
request_defaults.top_nsigma	docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
request_defaults.dynatemp_range	docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
request_defaults.dynatemp_exponent	docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
request_defaults.dry.*	docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
request_defaults.xtc.*	docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
request_defaults.adaptive.*	docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
request_defaults.mirostat_mode	docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
request_defaults.mirostat_entropy	docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
request_defaults.mirostat_learning_rate	docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
request_defaults.samplers	docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
request_defaults.sampler_sequence	docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
request_defaults.ignore_eos	docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
request_defaults.backend_sampling	docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml --headless	n/a (expected rejection)	capture nonzero exit and missing launch in stderr	Observed direct rejection: defaults.request_defaults.backend_sampling is documented-rejected and must not be set.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	EXPECTED_REJECTED_PASS
request_defaults.chat_template	docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
request_defaults.chat_template_file	docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
request_defaults.jinja	docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
request_defaults.chat_template_kwargs	docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
request_defaults.skip_chat_parsing	docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
request_defaults.prefill_assistant	docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
request_defaults.system_prompt	docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
request_defaults.grammar	docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
request_defaults.json_schema	docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
request_defaults.logprobs	docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/request_defaults/rejected-unsupported.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
multimodal.mmproj	docs/skippy/manual-smoke/fixtures/multimodal/validation-only.toml	not-run locally; see blocker evidence and fixture template	local multimodal GGUF + projector pair required	review blocker note plus fixture syntax/coverage only	Not executed locally because deterministic local sidecar assets or a matching multimodal model/projector pair were unavailable.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	BLOCKED_ASSET_LOCAL
multimodal.mmproj_url	docs/skippy/manual-smoke/fixtures/multimodal/validation-only.toml	not-run locally; see blocker evidence and fixture template	local multimodal GGUF + projector pair required	review blocker note plus fixture syntax/coverage only	Not executed locally because deterministic local sidecar assets or a matching multimodal model/projector pair were unavailable.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	BLOCKED_ASSET_LOCAL
hardware.mmproj	docs/skippy/manual-smoke/fixtures/multimodal/validation-only.toml	not-run locally; see blocker evidence and fixture template	local multimodal GGUF + projector pair required	review blocker note plus fixture syntax/coverage only	Not executed locally because deterministic local sidecar assets or a matching multimodal model/projector pair were unavailable.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	BLOCKED_ASSET_LOCAL
multimodal.mmproj_offload	docs/skippy/manual-smoke/fixtures/multimodal/validation-only.toml	not-run locally; see blocker evidence and fixture template	local multimodal GGUF + projector pair required	review blocker note plus fixture syntax/coverage only	Not executed locally because deterministic local sidecar assets or a matching multimodal model/projector pair were unavailable.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	BLOCKED_ASSET_LOCAL
hardware.mmproj_offload	docs/skippy/manual-smoke/fixtures/multimodal/validation-only.toml	not-run locally; see blocker evidence and fixture template	local multimodal GGUF + projector pair required	review blocker note plus fixture syntax/coverage only	Not executed locally because deterministic local sidecar assets or a matching multimodal model/projector pair were unavailable.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	BLOCKED_ASSET_LOCAL
multimodal.image_min_tokens	docs/skippy/manual-smoke/fixtures/multimodal/validation-only.toml	not-run locally; see blocker evidence and fixture template	local multimodal GGUF + projector pair required	review blocker note plus fixture syntax/coverage only	Not executed locally because deterministic local sidecar assets or a matching multimodal model/projector pair were unavailable.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	BLOCKED_ASSET_LOCAL
multimodal.image_max_tokens	docs/skippy/manual-smoke/fixtures/multimodal/validation-only.toml	not-run locally; see blocker evidence and fixture template	local multimodal GGUF + projector pair required	review blocker note plus fixture syntax/coverage only	Not executed locally because deterministic local sidecar assets or a matching multimodal model/projector pair were unavailable.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	BLOCKED_ASSET_LOCAL
multimodal.embeddings	docs/skippy/manual-smoke/fixtures/multimodal/rejected-specialized.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/multimodal/rejected-specialized.toml --headless	n/a (expected rejection)	capture nonzero exit and missing launch in stderr	Observed direct rejection: defaults.multimodal.embeddings is documented-rejected and must not be set.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	EXPECTED_REJECTED_PASS
multimodal.reranking	docs/skippy/manual-smoke/fixtures/multimodal/rejected-specialized.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/multimodal/rejected-specialized.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
multimodal.pooling	docs/skippy/manual-smoke/fixtures/multimodal/rejected-specialized.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/multimodal/rejected-specialized.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
multimodal.vocoder	docs/skippy/manual-smoke/fixtures/multimodal/rejected-specialized.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/multimodal/rejected-specialized.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
advanced.server.alias	docs/skippy/manual-smoke/fixtures/advanced.server/runtime-alias.toml	python3 docs/skippy/manual-smoke/runtime_smoke.py --binary target/debug/mesh-llm --fixture docs/skippy/manual-smoke/fixtures/advanced.server/runtime-alias.toml --model-path $MESH_LLM_SMOKE_MODEL_PATH --api-port 9441 --console-port 3235 --max-wait 600	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	wait for /api/status and /v1/models, then send /v1/chat/completions	Live local runtime smoke succeeded with alias fixture; see evidence for command, status, model list, chat response, and cleanup.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	PASS
advanced.server.host	docs/skippy/manual-smoke/fixtures/advanced.server/rejected-operational.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/advanced.server/rejected-operational.toml --headless	n/a (expected rejection)	capture nonzero exit and missing launch in stderr	Observed direct rejection: defaults.advanced.server.host is documented-rejected and must not be set.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	EXPECTED_REJECTED_PASS
advanced.server.port	docs/skippy/manual-smoke/fixtures/advanced.server/rejected-operational.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/advanced.server/rejected-operational.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
advanced.server.reuse_port	docs/skippy/manual-smoke/fixtures/advanced.server/rejected-operational.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/advanced.server/rejected-operational.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
advanced.server.timeout	docs/skippy/manual-smoke/fixtures/advanced.server/rejected-operational.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/advanced.server/rejected-operational.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
advanced.server.metrics	docs/skippy/manual-smoke/fixtures/advanced.server/rejected-operational.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/advanced.server/rejected-operational.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
advanced.server.slots	docs/skippy/manual-smoke/fixtures/advanced.server/rejected-operational.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/advanced.server/rejected-operational.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
advanced.server.props	docs/skippy/manual-smoke/fixtures/advanced.server/rejected-operational.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/advanced.server/rejected-operational.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
advanced.server.api_prefix	docs/skippy/manual-smoke/fixtures/advanced.server/rejected-operational.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/advanced.server/rejected-operational.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
